name,dosage,forme,presentation,price,remboursement,dci,type,prescription_required
DOMPER,10 mg,Comprimes pellicules,B/40,6.235,2.064,DOMPERIDONE,Antinauséeux (antiémétiques),false
DOMPYREX,10 mg,Comprimes pellicules,B/40,6.395,2.064,DOMPERIDONE,Antinauséeux (antiémétiques),false
DOPANORE,250 mg,Comprimes enrobes,B/30,7.29,3.009,METHYLDOPA,Antihypertenseurs,true
DOPANORE,250 mg,Comprimes pellicules,B/30,3.56,3.009,METHYLDOPA,Antihypertenseurs,true
DOPERAN,10 mg/2 ml,Solution injectable,B/4/2 ml,2.24,0.792,METOCLOPRAMIDE,Antinauséeux (antiémétiques),false
DOPIDIUM,10 mg,Comprimes pellicules,B/20,3.07,1.032,DOMPERIDONE,Antinauséeux (antiémétiques),false
DOPIDIUM,10 mg,Comprimes pellicules,B/40,5.16,2.064,DOMPERIDONE,Antinauséeux (antiémétiques),false
DOPRID 100,100 mg/2 ml,Solution injectable,B/4/2 ml,2.25,1.72,SULPIRIDE,Antipsychotiques,true
DOPRID 50,50 mg,Gelules,B/30,4.3,3.647,SULPIRIDE,Antipsychotiques,true
DOPRID PER OS,5 mg/ml,Solution buvable,FL/200 ml,2.98,2.38,SULPIRIDE,Antipsychotiques,true
DORZO SP,"2,00%",Collyre,FL/5 ml,25.24,16.482,DORZOLAMIDE,Autres,true
DOSTINEX,"0,5 mg",Comprimes secables,FL/2,30.445,13.149,Cabergoline,Hormones,true
DOSTINEX,"0,5 mg",Comprimes secables,FL/8,106.165,52.598,Cabergoline,Hormones,true
DOXY,100 mg,Comprimes secables,B/20,8.15,6.919,DOXYCYCLINE,Antibiotiques,true
DOXY,200 mg,Comprimes secables,B/10,8.15,5.831,DOXYCYCLINE,Antibiotiques,true
DUALKOPT,20 mg/ml + 5 mg/ml,Collyre,FL/10 ml,85.815,35.037,DORZOLAMIDE+TIMOLOL,Autres,true
DUOFOR,10 mg/160 mg,Comprimes pellicules,B/28,50.08,29.988,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,10 mg/160 mg,Comprimes pellicules,B/30,38.25,32.13,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,10 mg/160 mg,Comprimes pellicules,B/90,113.42,96.39,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,5 mg/160 mg,Comprimes pellicules,B/28,50.08,29.988,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,5 mg/160 mg,Comprimes pellicules,B/30,38.25,32.13,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,5 mg/160 mg,Comprimes pellicules,B/90,113.42,96.39,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,5 mg/80 mg,Comprimes pellicules,B/30,43.24,28.356,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR,5 mg/80 mg,Comprimes pellicules,B/90,120.24,85.068,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
DUOFOR PLUS,"10 mg/160 mg/12,5 mg",Comprimes pellicules,B/30,37.24,31.645,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
DUOFOR PLUS,10 mg/160 mg/25 mg,Comprimes pellicules,B/30,37.24,31.645,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
DUOFOR PLUS,"5 mg/160 mg/12,5 mg",Comprimes pellicules,B/30,37.24,31.645,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
DUOFOR PLUS,5 mg/160 mg/25 mg,Comprimes pellicules,B/30,37.24,31.645,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
DUOTRAV,40 µg/ml + 5 mg/ml,Collyre,FL/2.5 ml,37.635,31.99,TRAVOPROST+TIMOLOL,Autres,true
DUPHASTON,10 mg,Comprimes,B/10,4.892,4.156,DYDROGESTERONE,Hormones,true
DUROGESIC 100 MCG/HEURE,100 µg/H,Dispositif trans-dermique,B/5 disp transd,227.843,193.667,FENTANYL,Analgésiques (antidouleurs),false
DUROGESIC 25 MCG/HEURE,25 µg/H,Dispositif trans-dermique,B/5 disp transd,76.489,65.016,FENTANYL,Analgésiques (antidouleurs),false
DUROGESIC 50 MCG/HEURE,50 µg/H,Dispositif trans-dermique,B/5 disp transd,133.957,113.863,FENTANYL,Analgésiques (antidouleurs),false
DUSPATALIN,200 mg,Gelules,B/16,7.57,3.027,MEBEVERINE,Antispasmodiques,false
DYSFEN,100 mg,Comprimes pellicules,B/20,8.34,3.57,FLURBIPROFENE,Anti-inflammatoires,true
E CAPS,100 mg,Capsules molles,B/60,8.995,5.814,VITAMINE E,Vitamines et compléments alimentaires,false
E CAPS,200 mg,Capsules molles,B/60,11.25,7.242,VITAMINE E,Vitamines et compléments alimentaires,false
EBEFEN,20 mg,Comprimes secables,FL/30,24.878,19.98,TAMOXIFENE,Anticancéreux,true
EBETREXAT,"2,5 mg",Comprimes,FL/50,9.659,9.65,METHOTREXATE,Immunosuppresseurs,true
ECAZIDE,50 mg/25 mg,Comprimes secables,B/28,33.1,15.375,CAPTOPRIL+HYDROCHLORTHIAZIDE,Antihypertenseurs,true
ECLARAN,"5,00%",Gel dermique,T/45 g,2.89,1.152,PEROXYDE DE BENZOYLE,Autres,true
ECOREX,"1,00%",Creme dermique,T/30 g,5.395,4.565,ECONAZOLE,Antifongiques,false
ECOREX,"1,00%",Lait dermique,FL/30 ml,4.295,3.647,ECONAZOLE,Antifongiques,false
ECOREX,"1,00%",Lotion,FL/50 ml,9.39,7.948,ECONAZOLE,Antifongiques,false
ECOREX,"1,00%",Spray solution,FL/30 g,5.545,4.692,ECONAZOLE,Antifongiques,false
ECOREX,150 mg,Ovules,B/3,6.955,2.503,ECONAZOLE,Antifongiques,true
ECOREX LP,150 mg,Ovule LP,B/1,7.215,2.886,ECONAZOLE,Antifongiques,true
ECOZYL,150 mg,Ovules,B/3,6.275,2.503,ECONAZOLE,Antifongiques,true
EDGAR,150 mg,Gelules,B/30,48.15,28.5,PREGABALINE,Anticonvulsivants,true
EDGAR,150 mg,Gelules,B/60,96.055,57.0,PREGABALINE,Anticonvulsivants,true
EDGAR,75 mg,Gelules,B/15,20.915,13.455,PREGABALINE,Anticonvulsivants,true
EDGAR,75 mg,Gelules,B/30,38.09,26.91,PREGABALINE,Anticonvulsivants,true
EDGAR,75 mg,Gelules,B/60,70.6,53.82,PREGABALINE,Anticonvulsivants,true
EFFERALGAN 500,500 mg,Comprimes,B/16,2.065,0.68,PARACETAMOL,Analgésiques (antidouleurs),false
EFFERALGAN VITAMINE C,330 mg/200 mg,Comprimes effervecents secables,B/2x10,3.985,2.074,PARACETAMOL+VITAMINE C,Analgésiques (antidouleurs),false
EFFEXOR LP,"37,5 mg",Gelules à liberation prolongee,B/30,20.725,13.311,VENLAFAXINE,Antidépresseurs,true
EFFEXOR LP,75 mg,Gelules à liberation prolongee,B/30,22.895,19.457,VENLAFAXINE,Antidépresseurs,true
ELLEACNELLE,"2 mg + 0,035 mg",Comprimes drageifies,B/21,7.756,6.587,CYPROTERONE+ETHINYLESTRADIOL,Hormones,true
ENAPRIL,20 mg,Comprimes secables,B/28,12.675,10.758,ENALAPRIL,Antihypertenseurs,true
ENAPRIL,5 mg,Comprimes secables,B/28,4.88,4.141,ENALAPRIL,Antihypertenseurs,true
ENKEPHAL ENFANT,30 mg,Poudre pour solution orale,B/30,12.26,4.812,RACECADOTRIL,Antidiarrhéiques,false
ENKEPHAL NOURRISSON,10 mg,Poudre pour solution orale,B/16 sachets,12.26,4.659,RACECADOTRIL,Antidiarrhéiques,false
ENOMERAL 20,20 mg,Gelules,FL/14,10.345,7.283,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,B/14,9.885,7.283,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,B/16,10.74,8.323,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,B/28,18.33,14.566,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,B/30,18.36,15.606,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,B/8,5.07,4.162,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,FL/14,10.725,7.283,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,FL/16,10.635,8.323,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,FL/28,20.41,14.566,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,FL/30,19.89,15.606,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 20,20 mg,Gelules gastroresistantes,FL/8,6.01,4.162,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,20 mg,Gelules gastroresistantes,B/7,5.3,3.641,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Comprimes gastro-resistants,B/14,38.91,8.687,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Comprimes gastro-resistants,B/28,21.145,17.374,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,B/14,11.37,8.687,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,B/16,12.96,9.928,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,B/28,22.5,17.374,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,B/30,24.09,18.615,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,B/8,7.87,4.964,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,FL/14,18.48,8.687,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,FL/16,21.92,9.928,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,FL/28,25.61,17.374,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,FL/30,40.94,18.615,ESOMEPRAZOLE,Antiacides,false
ENOMERAL 40,40 mg,Gelules gastroresistantes,FL/7,10.645,4.343,ESOMEPRAZOLE,Antiacides,false
ENOXAMED,10 000 UI (100 mg)/ml,Solution injectable,B/2 Ser pre-remplies/1 ml,33.34,28.339,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"2000 UI (20 mg)/0,2 ml",Solution injectable,B/2 Ser pre-remplies/0.2 ml,11.748,6.849,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"2000 UI (20 mg)/0,2 ml",Solution injectable,B/2 Ser/0.2 ml,11.91,6.849,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"2000 UI (20 mg)/0,2 ml",Solution injectable,B/6 Ser pre-remplies/0.2 ml,11.748,6.849,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"4000 UI (40 mg)/0,4 ml",Solution injectable,B/2 Ser pre-remplies/0.4 ml,16.45,10.504,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"4000 UI (40 mg)/0,4 ml",Solution injectable,B/2 Ser/0.4 ml,18.63,10.504,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"4000 UI (40 mg)/0,4 ml",Solution injectable,B/6 Ser pre-remplies/0.4 ml,16.45,10.504,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"6000UI (60 mg)/0,6 ml",Solution injectable,B/10 Ser pre-remplies/0.6 ml,20.08,12.485,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"6000UI (60 mg)/0,6 ml",Solution injectable,B/2 Ser pre-remplies/0.6 ml,20.08,12.485,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"6000UI (60 mg)/0,6 ml",Solution injectable,B/2 Ser/0.6 ml,22.17,12.485,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"8000UI (80 mg)/0,8 ml",Solution injectable,B/10 Ser pre-remplies/0.8 ml,23.66,14.727,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"8000UI (80 mg)/0,8 ml",Solution injectable,B/2 Ser pre-remplies/0.8 ml,23.66,14.727,ENOXAPARINE,Anticoagulants,true
ENOXAMED,"8000UI (80 mg)/0,8 ml",Solution injectable,B/2 Ser/0.8 ml,26.125,14.727,ENOXAPARINE,Anticoagulants,true
ENOXOR,200 mg,Comprimes,B/10,10.217,8.679,ENOXACINE,Antibiotiques,true
EOLIDE EASY FLOW,200 µg,Poudre pour inhalation buccale,B/60 gélules + inhal,14.48,11.475,BUDESONIDE,Corticoïdes,true
EOLIDE EASY FLOW,400 µg,Poudre pour inhalation buccale,B/60 gélules + inhal,22.81,19.38,BUDESONIDE,Corticoïdes,true
EPILEPTA,500 mg,Comprimes,B/60,43.74,16.779,LEVETIRACETAM,Anticonvulsivants,true
EPITAM,250 mg,Comprimes pellicules,B/60,52.56,11.322,LEVETIRACETAM,Anticonvulsivants,true
EPITAM,500 mg,Comprimes pellicules,B/60,94.415,16.779,LEVETIRACETAM,Anticonvulsivants,true
EPIXX,100 mg/ml,Solution buvable,FL/300 ml,83.89,71.145,LEVETIRACETAM,Anticonvulsivants,true
EPIXX,250 mg,Comprimes pellicules,B/50,11.14,9.435,LEVETIRACETAM,Anticonvulsivants,true
EPIXX,500 mg,Comprimes pellicules,B/50,16.47,13.982,LEVETIRACETAM,Anticonvulsivants,true
ERCEFURYL,200 mg,Gelules,B/28,6.02,2.262,NIFUROXAZIDE,Antidiarrhéiques,false
ERCEFURYL,"4,00%",Suspension buvable,FL/90 ml,5.62,1.476,NIFUROXAZIDE,Antidiarrhéiques,false
ERGOKOD,"0,10%",Gouttes buvables,FL/50 ml,6.895,2.74,DIHYDROERGOTOXINE,Autres,true
ERVA,250 µg,Aerosol,FL/120 doses,20.595,17.442,FLUTICASONE,Corticoïdes,true
ERVA,50 µg,Aerosol,FL/120 doses,11.965,10.098,FLUTICASONE,Corticoïdes,true
ERYTHRO 250,"2,00%",Gel dermique,T/25 g,7.435,2.97,ERYTHROMYCINE,Antibiotiques,true
ERYTHRO 250,200 mg,Poudre pour suspension orale,FL/60 ml,4.9,4.131,ERYTHROMYCINE,Antibiotiques,true
ERYTHRO 250,250 mg,Comprimes enrobes,B/20,5.205,4.42,ERYTHROMYCINE,Antibiotiques,true
ERYTHRO 250,"4,00%",Lotion,FL/100 ml,10.39,4.12,ERYTHROMYCINE,Antibiotiques,true
ERYTHRO 250,500 mg/ml,Suspension buvable,FL/60 ml,4.823,4.08,ERYTHROMYCINE,Antibiotiques,true
ERYTHRO 500,500 mg,Comprimes enrobes,B/16,5.42,4.597,ERYTHROMYCINE,Antibiotiques,true
ESOCALM,20 mg,Gelules gastroresistantes,B/7,4.83,3.641,ESOMEPRAZOLE,Antiacides,false
ESOCALM,40 mg,Gelules gastroresistantes,B/7,7.585,4.343,ESOMEPRAZOLE,Antiacides,false
ESOCARE,20 mg,Gelules gastroresistantes,FL/7,7.83,3.641,ESOMEPRAZOLE,Antiacides,false
ESOCARE,40 mg,Gelules gastroresistantes,FL/7,10.84,4.343,ESOMEPRAZOLE,Antiacides,false
ESOPREX,10 mg,Comprimes pellicules secables,B/15,15.005,10.787,ESCITALOPRAM,Antidépresseurs,true
ESOPREX,10 mg,Comprimes pellicules secables,B/30,31.225,21.573,ESCITALOPRAM,Antidépresseurs,true
ESORAL,20 mg,Gelules gastroresistantes,B/8,10.515,4.162,ESOMEPRAZOLE,Antiacides,false
ESORAL,40 mg,Gelules gastroresistantes,B/8,15.475,4.964,ESOMEPRAZOLE,Antiacides,false
ESTIMA,100 mg,Capsules molles,B/30,14.906,10.149,PROGESTERONE,Hormones,true
ESTIMA,200 mg,Capsules molles,B/15,14.906,8.963,PROGESTERONE,Hormones,true
ESTRADO,1 mg,Comprimes pellicules,B/28,6.09,2.618,ESTRADIOL,Hormones,true
ESTRADO,2 mg,Comprimes pellicules,B/28,6.09,2.57,ESTRADIOL,Hormones,true
ETIKEN,"16 mg/12,5 mg",Comprimes secables,B/30,37.97,22.899,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ETIKEN,"16 mg/12,5 mg",Comprimes secables,B/90,88.96,68.697,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ETIKEN,"8 mg/12,5 mg",Comprimes secables,B/30,32.925,20.043,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ETIKEN,"8 mg/12,5 mg",Comprimes secables,B/90,77.855,60.129,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
EVISTA,60 mg,Comprimes pellicules,B/28,64.941,55.192,RALOXIFENE,Hormones,true
EVOCOR 2.5,"2,5 mg",Comprimes pellicules,B/30,6.98,4.59,BISOPROLOL,Antihypertenseurs,true
EXFORGE,5 mg/80 mg,Comprimes pellicules,B/28,46.02,26.466,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
EXFORGE HCT,"10 mg/160 mg/12,5 mg",Comprimes pellicules,B/28,42.1,29.536,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
EXFORGE HCT,10 mg/160 mg/25 mg,Comprimes pellicules,B/28,41.625,29.536,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
EXFORGE HCT,"5 mg/160 mg/12,5 mg",Comprimes pellicules,B/28,38.415,29.536,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
EXFORGE HCT,5 mg/160 mg/25 mg,Comprimes pellicules,B/28,37.89,29.536,AMLODIPINE+VALSARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
FALOXIM,200 mg,Gelules,B/16,24.44,20.74,CEFIXIME,Antibiotiques,true
FAMODAR,40 mg,Comprimes pellicules secables,B/10,5.43,4.471,FAMOTIDINE,Antiacides,false
FAMODAR ABR,10 mg,Comprimes pellicules,B/10,2.445,2.074,FAMOTIDINE,Antiacides,false
FAMODINE 20,20 mg,Comprimes pellicules,B/30,17.235,11.246,FAMOTIDINE,Antiacides,false
FAMODINE 40,40 mg,Comprimes pellicules secables,B/10,8.47,4.471,FAMOTIDINE,Antiacides,false
FAMODINE 40,40 mg,Comprimes pellicules secables,B/30,5.43,4.471,FAMOTIDINE,Antiacides,false
FASIGYNE,500 mg,Comprimes enrobes,B/4 amps 1 ml,3.685,1.474,TINIDAZOLE,Antiparasitaires,false
FEFOL,150 mg,Gelules,B/30,6.64,5.636,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,false
FELDENE DISPERSIBLE,20 mg,Comprimes dispersibles,B/15,10.132,6.936,PIROXICAM,Anti-inflammatoires,true
FELDENE DISPERSIBLE,20 mg,Comprimes secables,B/10,6.985,4.624,PIROXICAM,Anti-inflammatoires,true
FELDENE DISPERSIBLE,20 mg,Comprimes secables,B/20,10.89,9.248,PIROXICAM,Anti-inflammatoires,true
FELDENE DISPERSIBLE,20 mg,Suppositoires,B/10,7.505,5.644,PIROXICAM,Anti-inflammatoires,true
FELDENE DISPERSIBLE,20 mg,Suppositoires,B/15,9.965,8.466,PIROXICAM,Anti-inflammatoires,true
FELDENE DISPERSIBLE,20 mg/ml,Solution injectable,B/2/1 ml,3.185,2.706,PIROXICAM,Anti-inflammatoires,true
FELDENE DISPERSIBLE,20 mg/ml,Solution injectable,B/6/1 ml,10.085,8.119,PIROXICAM,Anti-inflammatoires,true
FENAMYL,"1,00%",Suspension buvable,FL/150 ml,6.255,4.08,ACIDE MEFENAMIQUE,Anti-inflammatoires,true
FENAMYL,250 mg,Gelules,B/16,2.005,1.7,ACIDE MEFENAMIQUE,Anti-inflammatoires,false
FENAMYL,50 mg/5 ml,Suspension buvable,FL/150 ml,4.91,4.08,ACIDE MEFENAMIQUE,Anti-inflammatoires,true
FENDOL,500 mg,Comprimes pellicules secables,B/20,5.315,4.505,ACIDE MEFENAMIQUE,Anti-inflammatoires,true
FENDOL,500 mg,Suppositoires,B/8,3.64,3.094,ACIDE MEFENAMIQUE,Anti-inflammatoires,true
FENOLIP,200 mg,Gelules,B/30,11.95,9.461,FENOFIBRATE,Autres,true
FENOLIP,200 mg,Gelules,B/90,25.16,21.386,FENOFIBRATE,Autres,true
FENOTHYL,160 mg,Comprimes pellicules,B/32,13.5,9.765,FENOFIBRATE,Autres,true
FER PLUS,"62,5 mg/5 ml",Solution injectable,B/10/5 ml,50.875,43.24,FER,Vitamines et compléments alimentaires,false
FER PLUS,"99,4 mg/7 ml",Solution buvable,B/32 sachets/7 ml,15.64,12.566,FER3+POLYMALTOSE COMPLEXE,Vitamines et compléments alimentaires,false
FEROVEN,100 mg/5 ml,Solution injectable pour perfusion,B/5/5 ml,20.809,17.688,FER,Vitamines et compléments alimentaires,false
FIXICAL,500 mg,Comprimes à sucer,B/3 tubes/20,6.41,5.406,CALCIUM+VITAMINE D,Vitamines et compléments alimentaires,false
FLAGYL,250 mg,Comprimes pellicules,B/20,4.78,2.312,METRONIDAZOLE,Antibiotiques,true
FLAGYL,"4,00%",Suspension buvable,FL/120 ml,5.05,4.284,METRONIDAZOLE,Antibiotiques,true
FLAMET,250 mg,Comprimes pellicules,B/20,6.14,2.312,METRONIDAZOLE,Antibiotiques,true
FLANID,100 mg,Comprimes secables,B/30,6.745,4.258,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
FLANID,200 mg,Comprimes secables,B/15,7.96,4.233,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
FLECAINE,100 mg,Comprimes secables,B/30,35.78,30.396,FLECAINIDE,Autres,true
FLECAINE LP,100 mg,Gelules à liberation prolongee,B/30,35.22,29.937,FLECAINIDE,Autres,true
FLECAINE LP,200 mg,Gelules à liberation prolongee,B/30,37.06,31.492,FLECAINIDE,Autres,true
FLECAINE LP,50 mg,Gelules à liberation prolongee,B/30,33.375,28.356,FLECAINIDE,Autres,true
FLIXONASE,50 µg,Spray nasal,FL/120 doses,22.325,11.424,FLUTICASONE,Corticoïdes,false
FLIXOTIDE 50,50 µg,Aerosol,FL/120 doses,18.245,10.098,FLUTICASONE,Corticoïdes,true
FLIXOTIDE DISKUS 250,250 µg,Poudre pour inhalation buccale,FL/60 doses,28.808,24.48,FLUTICASONE,Corticoïdes,true
FLOXAPEN,250 mg,Poudre pour suspension orale,FL/60 ml,6.47,5.457,FLUCLOXACILLINE,Antibiotiques,true
FLOXAPEN,500 mg,Gelules,B/12,8.55,4.712,FLUCLOXACILLINE,Antibiotiques,true
FLOXAPEN,500 mg,Gelules,B/24,13.805,9.425,FLUCLOXACILLINE,Antibiotiques,true
FLOXYFRAL,100 mg,Comprimes enrobes,B/15,13.128,11.156,FLUVOXAMINE,Antidépresseurs,true
FLUCAZOLE,50 mg,Gelules,B/7,26.3,17.642,FLUCONAZOLE,Antifongiques,false
FLUCON,"0,10%",Collyre,FL/3 ml,2.096,1.78,FLUOROMETHOLONE,Corticoïdes,false
FLUDERM,"0,005%",Pommade dermique,T/30 g,5.42,4.59,FLUTICASONE,Corticoïdes,false
FLUDEX LP,"1,5 mg",Comprimes pellicules LP,B/30,10.155,4.59,INDAPAMIDE,Diurétiques,true
FLUPAMIDE LP,"1,5 mg",Comprimes pellicules LP,B/30,5.42,4.59,INDAPAMIDE,Diurétiques,true
FLUROFEN,100 mg,Comprimes pellicules,B/20,4.215,3.57,FLURBIPROFENE,Anti-inflammatoires,true
FLUSKIN,"0,05%",Gel dermique,T/30 g,3.565,3.009,FLUOCINONIDE,Corticoïdes,false
FLUSKIN NEO,"0,05%",Pommade dermique,T/15 g,2.34,1.989,FLUOCINONIDE+NEOMYCINE,Corticoïdes,false
FLUTICA,50 µg/dose,Suspension nasale,FL/120 doses,13.465,11.424,FLUTICASONE,Corticoïdes,true
FLUTICAPEN,250 µg,Poudre pour inhalation buccale,B/60 doses + inhal,35.145,24.48,FLUTICASONE,Corticoïdes,true
FLUTISONE,50 µg,Spray nasal,FL/120 doses,14.56,11.424,FLUTICASONE,Corticoïdes,false
FLUVASTA,40 mg,Gelules,FL/30,24.895,21.14,FLUVASTATINE,Autres,true
FLUXA 500,500 mg,Gelules,B/24,14.745,9.425,FLUCLOXACILLINE,Antibiotiques,true
FOLICUM,5 mg,Comprimes,B/20,4.636,3.927,ACIDE FOLIQUE,Vitamines et compléments alimentaires,false
FONGICIL,150 mg,Ovules,B/3,6.26,2.503,ECONAZOLE,Antifongiques,true
FORADIL,12 µg,Gelules,B/30 + inhal,29.325,13.592,FORMOTEROL,Bronchodilatateurs,true
FORADIL,12 µg,Gelules,B/60 + inhal,54.21,27.183,FORMOTEROL,Bronchodilatateurs,true
FORMIDIAB,850 mg,Comprimes pellicules,B/60,5.735,4.437,METFORMINE,Antidiabétiques,true
FORMOPEN,12 µg,Gelules,B/60 + inhal,42.625,27.183,FORMOTEROL,Bronchodilatateurs,true
FORTADOL,"37,5 mg/325 mg",Comprimes pellicules,B/16,8.45,3.046,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,300 mg/25 mg,Comprimes pellicules,B/12,3.41,1.744,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,400 mg/20 mg,Comprimes pellicules,B/16,3.1,2.625,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,400 mg/25 mg,Comprimes,B/16,3.24,2.747,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,500 mg/30 mg,Comprimes,B/16,4.01,3.4,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,500 mg/30 mg,Comprimes secables,B/16,5.97,3.4,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,600 mg/50 mg,Comprimes,B/12,3.985,3.386,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTALGIC,600 mg/50 mg,Comprimes pellicules secables,B/12,5.055,3.386,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),false
FORTRANS,64 g,Poudre pour suspension orale,B/4 sachets/64 g,13.524,11.495,POLYETHYLENE GLYCOL,Laxatifs,false
FORXIGA,10 mg,Comprimes pellicules,B/28,113.77,41.031,DAPAGLIFLOZINE,Antidiabétiques,true
FOSALEN,70 mg,Comprimes,B/4,47.6,40.46,ALENDRONATE ANHYDRE,Vitamines et compléments alimentaires,false
FOSALEN D3,70 mg/5600 UI,Comprimes,B/12,126.31,107.355,ALENDRONATE + COLECALCIFEROL,Vitamines et compléments alimentaires,false
FOSALEN D3,70 mg/5600 UI,Comprimes,B/4,46.54,35.785,ALENDRONATE + COLECALCIFEROL,Vitamines et compléments alimentaires,false
FOSTER,100/6 µg,Solution pour inhalation,FL/120 doses,48.702,41.31,FORMOTEROL + BECLOMETASONE,Bronchodilatateurs,true
FOSTER,100/6 µg/dose,Poudre pour inhalation buccale,FL/120 doses,86.25,73.236,FORMOTEROL + BECLOMETASONE,Bronchodilatateurs,true
FOSTIMON,75 UI/ml,Pdre p.prep.injectable,B/1 FL + amp solv/1 ml,33.735,28.675,FSH,Hormones,true
FRAGMIN,2500 UI,Solution injectable,B/2 Ser/0.2 ml,8.782,7.465,DALTEPARINE SODIQUE,Anticoagulants,true
FRAGMIN,5000 UI,Solution injectable,B/2 Ser/0.2 ml,14.215,12.082,DALTEPARINE SODIQUE,Anticoagulants,true
